V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255
16,afghanistan,-0.50085,-0.040412,0.49977,-0.1405,-0.32321,-0.062984,-0.52182,0.73561,-0.016612,-2.41,0.14154,0.29584,-0.15892,0.16142,-0.14408,-0.021996,-0.099672,0.041626,-0.49119,0.011597,-0.33208,-0.33825,0.59112,-0.16225,-0.26856,-0.27977,0.033076,-0.023285,-0.26875,0.45884,0.71884,-0.09008,-0.1392,-0.30798,0.31167,-0.26173,-0.32,-0.24721,-0.13742,-0.30514,0.108,-0.71383,-0.42126,-0.3237,0.13425,-0.51795,0.2719,0.26938,0.15854,-0.40833,0.0070418,-0.036281,-0.14518,0.37629,0.44227,-0.22741,0.14772,0.096567,0.26716,0.39214,-0.9646,-0.27906,-0.61548,-1.081,-0.33067,0.18424,0.20741,0.051373,-0.065164,0.4828,-0.081393,0.18708,-0.1988,0.1117,0.2973,-0.37593,0.10598,-0.010112,0.016972,-0.067464,0.51568,0.22999,-0.11488,-0.23542,-0.32163,-0.081334,-0.0076914,0.12431,-0.22963,-0.33986,0.0048868,0.1303,-0.050349,0.49445,-0.058266,0.10183,-0.53487,-0.06316,-0.34592,1.1455,0.53025,0.43443,0.11698,-0.015097,-0.40874,-0.10793,0.51738,0.5231,0.47301,0.072614,0.24349,0.10512,-0.05951,-0.034841,0.72089,0.6492,0.089296,0.0066791,0.21907,-0.47501,0.14023,-0.33691,-0.0049461,0.54544,0.23614,0.14047,-0.28607,0.51846,0.45267,0.036882,-0.11642,0.19141,-0.32957,0.048232,-0.39885,-0.56639,-0.20404,0.073727,-0.16551,-0.36709,-0.16296,0.46662,-0.20116,-0.0058589,-0.87113,0.14475,0.35896,-0.40697,-0.14545,0.18556,0.39133,-0.22749,0.25073,-0.3837,-0.064105,-0.19106,0.30777,0.15681,0.5562,-0.020493,-0.20881,-0.58701,0.40539,0.098232,0.40967,0.67857,0.55036,-0.42734,-0.25435,-0.44811,0.76496,-0.061178,-0.19915,-0.73143,-0.29936,0.71535,0.16314,0.082571,0.089156,0.49418,-0.80437,-0.072642,-0.43362,-0.42697,0.25301,0.81073,-0.4875,-0.027094,0.098871,-0.88289,0.18268,0.054645,0.72886,0.38505,-0.48373,0.42392,0.38966,0.15515,0.58986,0.31384,0.87012,-0.0016857,0.36671,0.11835,-0.37577,0.37323,0.58649,0.026298,-0.11163,0.37946,0.013745,-0.39917,0.45901,0.41921,-0.25953,-0.038136,-0.74106,0.32242,-0.36749,0.69597,0.78717,-0.15767,0.20217,0.26759,-0.084294,0.034425,0.35595,0.42595,-0.10186,-0.39074,0.0089107,-0.050077,0.20378,0.34871,0.24316,0.12029,0.37466,0.37024,0.44571,-0.40875,-0.045269,0.12447,1.0367,0.028556,0.8305,-0.76648,-0.1244,0.48104,0.19544,0.6733,0.032467,0.07021,-0.38671
78,algeria,0.43367,-0.010051,-0.33753,-0.12863,-0.056175,0.54194,-0.049124,0.55353,0.24342,-1.2648,0.26666,0.81195,0.78769,-0.52185,0.3802,0.050918,0.26773,0.50126,-0.18026,-0.89003,-0.096616,0.31964,-0.057385,0.10851,0.10672,-0.15622,0.32208,-0.22081,-0.29487,0.25031,-0.033017,0.11398,-0.73696,-0.060274,0.15481,-0.78838,0.59411,-0.10888,0.095194,-0.17392,0.5871,-0.015971,-0.191,-0.68379,0.69405,-0.92863,-0.052307,0.38946,0.28403,-0.26491,-0.065712,0.33327,0.16633,0.12827,0.59177,-0.026202,-0.28014,0.42727,0.3328,-0.19712,-0.35958,0.87381,-0.67964,-0.71569,-0.41723,-0.067335,0.48066,0.69282,-0.072061,-0.27548,0.070893,0.20576,0.16537,0.066675,-0.30311,-0.4073,-0.001588,-0.39821,-0.4401,0.040484,0.41957,-0.086343,0.28973,0.75988,0.22076,-0.37443,-0.049226,-0.43311,0.23264,-0.048667,-0.35228,0.01655,0.51313,-0.16172,0.43812,0.0041354,-0.038673,-0.16096,-0.096837,0.79807,-0.22306,-0.11109,0.5148,-0.42886,0.19423,0.34525,0.35114,0.30467,0.28162,0.066801,0.62109,-0.37474,0.0063301,-0.76243,0.11574,-0.11797,-0.23082,0.18104,0.92822,0.61866,-0.39653,-0.25188,-0.10868,-0.042479,0.40926,0.46921,0.034758,-0.084962,0.43361,-0.1159,-0.042665,-0.33677,-0.21473,-0.35202,-0.046016,-0.43668,0.0085213,0.28746,-0.37941,-0.2288,-0.0094931,-0.08029,-0.029376,-0.015194,-0.51233,-0.20084,0.18227,-0.010727,-0.14901,-0.07194,0.15737,-0.49143,-0.11468,-0.28407,-0.49367,0.10165,0.52747,0.54643,-0.09894,-0.077514,-0.018864,0.24682,-0.27404,0.59184,0.2166,-0.067662,0.20404,-0.73185,-0.22704,-0.53567,-0.029723,0.091103,0.2036,-0.27988,-0.23757,0.45813,0.093052,0.11385,-1.0587,0.93943,-0.079708,0.2773,0.053196,-0.25105,0.38068,0.7824,-0.36582,0.69563,-0.4591,-0.37473,0.11158,0.18933,0.49345,-4.9672e-05,0.25223,-0.69846,0.4741,-0.33943,-0.1206,0.34865,0.56221,-0.36052,-0.095296,0.2104,0.75997,-0.096298,-0.40517,-0.21991,0.23169,-0.10385,-0.12389,0.14462,0.52841,0.38779,0.2645,0.32131,0.33176,-0.43981,0.26415,-0.065669,0.10356,0.17178,-0.056447,0.14026,0.13052,-0.67782,0.32956,0.3954,-0.20937,-0.28848,0.14828,-0.38538,-0.59519,0.1481,0.28736,0.21249,0.015512,0.23707,0.57757,-0.6473,0.37532,0.35835,-0.25006,0.39327,1.3562,-0.20417,0.42054,0.31549,0.10069,-0.085152,0.17765,0.19788,0.082335
6,america,0.058489,-0.25842,-0.013714,-0.12991,-0.24317,0.80817,-0.73859,0.68369,0.035096,-1.402,0.9009,0.16326,0.16109,-0.27931,0.21604,-0.26137,0.14417,-0.26277,-0.24252,0.082353,-0.062638,0.37031,0.65962,0.23178,-0.44202,-0.18971,0.21155,-0.086515,-0.11751,-0.17021,-0.043983,0.54723,-0.14636,-0.40266,-0.8373,0.12009,-0.0785,-0.42377,-0.20081,-0.18051,-0.051198,-0.1693,-0.13624,0.48605,0.08153,0.063648,0.31479,0.23262,0.11605,-0.25602,0.17535,0.059225,0.0054992,0.35402,-0.42574,0.10849,-0.31691,-0.20802,0.12963,-0.068191,0.24378,-0.02458,0.098606,-0.18751,-0.29935,0.40835,-0.040737,0.71439,0.022632,-0.020012,-0.24854,0.059211,-0.12204,0.075426,-0.16433,-0.070031,-0.21207,0.020083,-0.39992,-0.37857,-0.39331,0.23015,-0.35663,0.15155,-0.23603,0.055532,-0.11886,-0.17283,-0.36305,-0.39935,-0.043175,-0.74277,0.068785,0.031685,-0.20839,-0.37921,-0.12483,0.18009,0.15888,-0.37566,0.34816,0.23054,0.001227,0.30351,0.29512,0.0017735,-0.024432,0.37263,0.087557,0.47301,-0.24189,-0.74619,-0.14519,-0.52139,-0.17959,-0.16369,0.048172,-0.030957,-0.11701,0.004729,-0.020603,-0.44686,-0.072045,0.20444,-0.10543,0.5924,-0.4203,0.09921,0.010319,0.032646,0.082154,-0.18496,0.14047,-0.099635,-0.3226,0.18407,-0.38324,0.18463,-0.024488,0.20849,-0.25727,-0.2252,-0.085726,0.47286,-0.054521,0.055318,-0.21775,-0.36056,-0.29403,-0.0078766,0.35117,0.22399,0.36074,-0.10501,0.23979,0.03794,-0.46936,0.028546,0.22664,-0.39497,0.423,0.2259,0.10341,0.53071,-0.018564,-0.13626,-0.30719,0.12886,0.14108,-0.038817,0.26947,-0.071936,-1.0744,0.6254,1.0328,0.11424,-0.14079,0.098811,0.36417,0.85422,0.070222,-0.27193,0.3586,-0.15023,0.4103,-0.4632,-0.40498,0.0047335,-0.32629,0.039083,-0.1903,0.53478,0.044279,-0.18453,-0.12556,0.39451,0.45549,-0.56538,0.063019,0.21923,1.4383,0.28353,0.079426,-0.23905,0.029352,0.26962,0.41272,0.33401,-0.45427,0.065111,-0.24945,0.0069249,-0.045204,0.063266,-0.26958,0.4313,-0.10447,0.075767,-0.28334,0.29405,0.21698,0.071639,-0.08748,0.077691,0.39301,0.42962,0.34864,-0.33869,-0.23104,-0.46833,-0.47185,0.11908,0.068223,0.50871,0.091729,-0.45089,0.080747,0.20443,0.28032,-0.41673,-0.72876,0.12308,0.2813,-0.30815,-0.62093,-0.57521,-0.23917,-0.23079,0.63655,0.40385,0.51437,-0.17961,-0.70045
110,armenia,1.1553,0.35658,0.17221,0.073385,0.0023326,-0.015587,0.081779,-0.19981,0.29096,-0.96846,0.098641,0.15289,-0.11382,-0.22978,0.029935,0.15792,-0.29058,0.45569,-0.68363,-0.2045,0.2589,0.25624,-0.036497,0.38131,-0.14866,-0.44409,0.056624,-0.29266,-0.86012,0.13773,0.34229,0.45725,0.21182,0.5748,0.19711,-0.38817,0.023993,0.5296,-0.056882,-0.086935,-0.041082,-0.54732,-0.71576,-0.43647,0.11978,-0.91732,0.1922,0.0092194,0.13032,0.56835,0.049872,-0.42105,0.010707,-0.31167,-0.14847,-0.58231,-0.099705,-0.10806,-0.10479,-0.42945,-0.10862,0.80148,-0.62997,-0.41014,-0.73302,0.14943,0.71259,0.50495,0.58584,-0.0041168,-0.25227,-0.22619,-0.12234,0.017104,0.0014622,-0.38525,-0.26717,-0.057609,0.45736,-0.032077,0.37204,-0.2402,0.19867,-0.55871,0.05882,-0.4799,-0.23773,0.2709,-0.031477,0.1405,0.17647,-0.40782,-0.59492,0.32621,0.35738,0.13789,-0.25988,-0.32917,-0.72246,0.32975,0.31097,0.12687,-0.048058,-0.60269,0.17883,0.20901,0.1859,0.4239,-0.16873,-0.049081,0.32941,0.20541,-0.32046,0.27244,-0.15157,-0.50114,-0.077458,-0.32812,0.41314,0.42277,-0.074696,0.22531,-0.18126,-0.35137,0.13665,0.64831,0.27056,0.35407,0.44113,-0.31514,-0.44585,-0.17449,-0.022958,0.64041,0.18166,-0.55943,0.31497,0.44922,-0.10534,-0.14302,0.19369,-0.54572,0.21043,-0.24245,-0.10932,-0.21949,0.28954,-0.34063,-0.46067,-0.1982,0.1227,-0.33849,-0.024301,0.26294,0.034505,0.98046,0.2318,0.61973,0.44933,-0.56421,-0.43171,0.3363,0.24613,0.39619,-0.40034,-0.23899,0.13797,-0.42618,-0.055786,-0.011758,0.42334,-0.23294,-0.11648,-0.14059,0.76287,0.7985,0.481,-0.11874,-0.56722,0.52098,-0.70716,-0.38146,-0.49042,-0.87667,0.61739,0.27617,-0.44232,0.26916,-0.30523,-0.32679,-0.070774,0.034944,0.12586,-0.34113,-0.042812,-0.15084,0.6457,-0.075578,0.7278,0.53478,0.68144,-0.34835,0.28399,-0.25257,0.50083,-0.5824,-0.13023,-0.2293,0.12384,0.65373,-0.38046,0.78716,-0.15308,0.30027,-0.073318,-0.26365,0.50321,0.04021,-0.97504,0.19767,0.80496,-0.0461,-0.084487,-0.28976,-0.13701,-0.31659,0.33379,-0.028777,-0.6926,-0.27805,-0.49174,-0.54249,-0.013853,-0.023932,0.31613,-0.2887,-0.11464,-0.68806,0.89213,0.06979,-0.40199,0.10572,0.38762,-0.048535,0.43203,0.11015,0.63268,0.69681,-0.4197,-0.64098,0.14827,0.43242,0.23996
85,azerbaijan,0.83619,0.24138,0.42599,0.015956,-0.17975,-0.94176,-0.10179,-0.19795,0.11716,-0.906,0.13759,-0.08085,0.01204,-0.31515,0.14403,0.50642,-0.45344,0.81246,-0.43271,-0.30131,0.58496,0.15364,-0.28671,0.42083,-0.13873,-0.88423,0.70094,-0.13095,-1.0076,0.082087,0.74148,0.0067473,0.18011,0.41033,0.21326,-0.23239,0.12073,0.19343,-0.071712,-0.0033882,-0.20723,-0.30181,-0.52222,-0.20179,-0.14536,-0.59538,0.1426,-0.077201,0.24251,0.61151,0.030495,-0.2402,-0.076525,-0.92678,-0.024805,-0.36477,0.18947,-0.54844,-0.26249,-0.58386,-0.23876,0.66549,-0.25384,-1.0299,-0.19654,0.41766,0.4792,0.20758,0.33134,-0.0052507,-0.31732,-0.30521,-0.030958,-0.3006,-0.12878,-0.22556,0.18929,-0.11269,0.43575,0.13857,0.079774,-0.47459,0.049301,-0.37738,0.34412,-0.21225,0.24429,-0.40274,0.26488,0.11587,0.076306,-0.27764,-0.47626,0.48279,0.18871,0.45403,-0.38057,-0.0045886,-0.40955,0.30838,0.36111,0.20493,0.049811,-0.55716,0.17748,0.69463,0.34357,0.23558,0.17805,0.078103,0.48158,0.19588,-0.15739,0.46014,0.17366,0.20952,-0.20674,0.11434,0.64302,0.25482,0.22773,-0.050965,0.23945,0.16285,0.57712,0.45604,-0.13239,0.33328,0.19199,0.093234,-0.48967,-0.46514,-0.17253,0.42293,0.22415,0.050615,0.57697,0.4371,-0.80164,-0.032476,0.23001,-0.53751,0.11084,-0.32931,-0.079104,0.094531,0.41116,-0.5291,-0.46533,0.14751,-0.035607,0.21492,0.67127,0.11872,-0.17911,0.48062,0.12117,0.65317,0.41151,-0.48576,-0.60084,0.30898,0.080744,0.27011,-0.29491,-0.047132,0.26284,-0.28933,0.33355,0.0029259,0.57409,-0.25819,-0.11756,-0.28073,0.33893,0.85503,0.20829,-0.45434,-0.82397,0.43401,-0.29664,-0.23492,-0.041265,-0.89388,0.50266,0.41553,-0.44766,0.0065081,-0.72225,-0.28931,0.11327,0.33483,0.031351,-0.43656,-0.38234,0.07841,0.55189,-0.33998,0.62177,-0.033292,0.8715,0.045902,-0.42779,-0.70284,0.19222,-0.56505,0.013612,-0.30346,0.060333,0.40631,-0.0024734,0.3952,0.16613,0.33299,0.10763,-0.051675,0.062784,0.32282,-0.78266,0.55937,0.39282,0.23643,0.10732,-0.37407,0.33227,-0.70242,-0.053623,-0.24594,-0.97693,-0.35708,0.19823,-0.1889,0.17193,0.00070301,0.70244,-0.31696,-0.045773,-1.0959,0.84491,-0.32618,-0.086609,-0.11041,0.47802,0.27554,0.35737,0.001605,0.53819,0.43368,-0.32868,-0.52201,0.30254,0.15977,0.1769
1,china,-0.11286,0.033802,-0.2941,-0.75285,0.054276,-0.54167,0.068019,0.59827,0.40707,-2.4216,0.67319,-0.44478,0.19267,-0.132,-0.27979,-0.17061,-0.087901,-0.032694,-0.3663,0.25004,-0.18012,0.18174,0.17109,0.20651,-0.52343,0.2936,-0.14797,-0.33627,0.39343,0.28431,0.29872,0.62853,-0.20346,0.27751,-1.0096,0.20671,-0.12999,-0.85432,-0.42196,-0.13,0.54003,0.11573,-0.12678,0.32775,-0.10726,0.2095,-0.1187,0.24351,-1.0391,0.25945,0.36425,0.25624,-0.23305,0.17933,0.21582,0.82448,0.20714,0.11903,-0.25287,-0.29569,-0.27008,0.65743,-0.022714,-0.77507,0.06398,-0.032921,0.17008,0.80824,-0.58816,0.21539,-0.20832,0.30273,-0.0052951,-0.16262,-0.082132,0.32964,-0.54239,-0.011848,0.060443,0.55534,-0.28234,-0.19165,-0.25292,-0.40374,1.0096,-0.23732,-0.05222,-0.21439,0.51683,-0.43026,0.056678,-0.015126,-0.30487,0.61036,-0.0057971,0.13954,-0.17101,0.52008,-0.31587,-0.28945,0.22626,0.093885,-0.35134,0.19609,-0.063854,0.25502,-0.18738,-0.12288,-0.19039,0.42833,0.016198,-0.72557,-0.32121,-0.17481,0.67367,0.1483,0.12435,0.76097,0.093439,-0.066564,-0.59027,-0.13048,-0.04428,-0.36893,-0.1524,0.56732,-0.55685,0.81918,-0.10825,-0.76628,-0.82532,0.44591,0.44255,-0.04152,-0.07863,0.064299,-0.27792,-0.020597,0.097693,0.67124,0.13637,0.062541,0.31893,-1.0303,-0.3656,0.50771,0.092327,0.13383,0.085109,-0.22769,0.37967,-0.25551,0.21872,-0.23463,0.69672,0.224,-0.57862,0.91144,-0.6088,-0.28881,0.014998,0.55252,0.20409,-0.0048005,0.52435,-0.64297,0.40855,-0.8322,-0.44022,0.098128,-0.04037,0.33705,-0.78163,-0.29235,-0.35622,-0.30874,-0.010305,-0.097657,-0.19145,0.64846,-0.5687,-0.22893,-0.096972,-0.19725,0.51993,0.11601,-0.56334,0.4216,-0.6105,-0.48234,0.42825,-0.41685,-0.39815,0.16719,0.52909,-0.32967,0.60521,-0.42216,0.12745,0.060571,0.86801,0.093184,0.1168,-0.095533,-0.12922,0.81823,-0.19247,-0.067666,-0.42855,0.31852,-0.38401,-0.31259,-0.24751,0.20452,0.099494,-0.37441,-0.69178,0.20528,-0.051128,0.722,0.67511,0.61175,-0.22162,0.11487,0.083432,0.18446,-0.1178,0.47266,-0.37187,0.069497,-0.19681,-0.61121,0.23983,0.35411,-0.41869,0.218,-0.23668,-0.17653,0.40288,0.027388,-0.16273,0.44215,-0.19204,0.93419,0.056879,0.56512,0.040255,0.10924,0.33404,0.17854,0.65186,0.19401,0.51986
59,cyprus,0.96388,-0.20104,0.42157,0.47857,0.60469,-0.2072,-0.41389,-0.22444,0.52996,-1.7484,-0.21998,-0.67762,0.3434,-0.15954,0.96286,0.21691,-0.29407,-0.45458,-0.33179,-1.0889,-0.096213,0.88106,-0.10775,0.39273,-0.34124,-0.073287,0.065386,-0.21002,-0.27532,0.14831,-0.10206,-0.057077,0.017006,0.53159,0.11083,-0.17277,0.069646,0.63152,-0.48883,-0.15992,-0.037219,-0.88932,-0.25373,-0.19093,0.19542,-0.30615,0.04376,-0.076353,-0.10264,0.040275,0.15223,-0.14742,0.36739,-0.15295,-0.067498,1.0425,-0.47001,0.27825,-0.70188,-0.055852,0.11446,0.82245,-0.851,-0.057021,-0.028782,-0.33815,0.29247,0.9213,0.071949,-0.68837,-0.31826,-0.53443,0.02737,0.3208,-0.4917,0.2131,0.10214,-0.070818,0.47389,0.089416,-0.022983,-0.12855,-0.38057,-0.29764,0.37266,-0.033645,-0.51503,-0.16862,-0.11592,-0.59957,-0.25178,-0.47758,-0.8789,-0.51126,-0.35606,0.399,-0.26726,0.61644,-0.78474,0.21138,-0.01481,-0.098322,0.22481,-0.30899,-0.18011,0.52927,0.36414,-0.10814,0.17099,-0.68031,0.21028,0.25734,0.44495,0.15667,-0.3598,-0.9313,-0.49429,0.068516,0.042782,0.22216,-0.35435,0.064576,-0.13307,0.021176,0.11133,0.24736,0.61087,0.16669,0.7117,-0.27345,0.41756,0.39902,-0.18052,0.031826,0.15861,-0.02464,0.29049,-0.33155,-0.32757,-0.89642,0.062463,-0.63302,-0.0034595,-0.57866,-0.33648,-0.55485,-0.0036111,0.0094403,-0.43611,-0.60354,0.57129,-0.10171,0.073377,1.1864,0.21837,0.4553,-0.073495,0.63509,0.056726,0.075123,-0.30751,0.2429,-0.33214,0.22766,0.039704,-0.24627,-0.24487,0.66268,0.12566,0.28952,0.33529,0.23518,0.06413,0.055113,-0.58818,-0.0087321,0.189,-0.37291,0.32721,0.32661,0.61006,-0.37468,-0.17697,-0.22644,0.21213,0.25995,-0.50694,0.026901,-0.54362,0.36083,-0.21058,0.054731,-0.14978,-0.26413,0.29976,-0.43308,0.66378,0.11832,-0.067182,0.43924,0.49617,0.53392,-0.95625,0.1771,0.69599,0.14056,-0.028689,-0.37862,-0.076968,0.19835,-0.28929,0.51449,0.001815,0.63599,0.40875,-0.51188,0.33857,0.22639,-0.037077,0.23664,0.80573,-0.35752,0.37555,0.12824,-0.031275,-0.59411,0.21765,-0.39578,0.050645,0.28464,-0.27397,-0.0043396,0.078124,0.083597,0.24623,-0.10933,-0.251,-0.012897,0.27528,-0.0096285,-0.71783,0.20119,0.46441,0.037975,0.87936,-0.081405,0.17899,0.056318,-0.39512,-0.5717,-0.63899,0.67918,-0.14234
25,egypt,0.42437,-0.34578,-0.52208,0.035195,0.065964,0.22836,0.21803,0.14837,-0.15642,-1.7873,0.029841,-0.014015,0.56515,-0.1339,0.11242,0.12896,-0.21086,0.27778,-0.49442,-0.76953,-0.40626,0.00559,-0.081089,0.058707,0.35832,-0.47672,0.26792,-0.53453,0.028995,0.39969,-0.66118,0.29408,-0.75925,0.23558,-0.18956,-0.61412,0.45309,0.31379,0.18813,-0.3776,0.6871,-0.4439,-0.5812,0.1091,-0.27234,-0.45366,0.23447,0.195,0.11942,-0.088196,-0.084661,0.22095,-0.17032,-0.32498,0.61176,0.28725,0.071707,0.076914,0.41392,0.33526,0.0049765,0.94381,-0.37546,-0.65715,-0.1878,0.19998,0.22445,0.36983,0.52599,-0.4594,0.02238,-0.068756,0.45286,-0.090982,0.47099,-0.33024,0.029996,-0.2676,-0.34636,0.65594,0.30365,-0.45013,-0.43258,0.35448,0.30216,0.41269,-0.3659,0.027691,0.50935,-0.15879,-0.40925,0.24622,0.25073,0.53127,0.14683,0.025514,-0.40724,0.11154,0.18718,0.10649,0.094771,-0.16743,1.0968,-0.66929,-0.065834,0.1011,0.10588,0.32141,0.068869,-0.49936,0.62662,-0.039473,-0.13978,-0.5469,0.34824,-0.45308,-0.27886,0.45708,0.85348,0.01164,-0.66702,-0.21572,-0.41176,-0.76821,-0.019857,0.89853,-0.034353,0.17599,0.87369,-0.34499,0.42071,0.27315,0.52973,-0.052399,-0.52731,-0.28629,-0.066599,0.15901,-1.0351,-0.05219,0.15864,-0.16231,-0.66557,-0.1903,-0.41717,-0.52237,-0.13288,-0.56038,-0.4258,-0.2686,0.14,-0.19165,-0.30741,0.09296,-0.26063,0.18757,0.47951,0.31485,0.13016,0.13594,0.045771,0.49516,0.31764,0.6115,0.38244,-0.39904,-0.089233,-0.34295,-0.30479,-0.16732,-0.13419,0.41033,0.36387,-0.51634,0.3068,0.73703,-0.4963,-0.17761,-0.37645,0.57434,-0.001905,0.41918,-0.42251,0.278,0.016477,0.28708,-0.83678,0.45256,-0.36839,-0.41815,0.44752,0.037308,0.22778,-0.24532,0.19996,0.027483,0.48916,-0.59458,-0.011419,0.2579,0.93137,0.14157,-0.26319,0.36234,0.30655,-0.33569,-0.0065105,-0.02457,0.47577,-0.21438,0.08854,-0.14637,0.20938,0.36163,0.1247,-0.47571,-0.1131,-0.54497,0.22354,0.24958,0.61513,-0.18734,0.22036,0.051248,-0.080517,-0.046919,0.051384,0.14147,0.38512,0.070639,-0.58113,-0.26423,0.22433,0.10489,0.49901,0.47447,-0.50181,-0.4417,0.65938,-0.54264,-0.40318,0.50356,-0.093348,0.33578,0.72746,-0.50074,-0.10407,0.13922,-0.20988,0.015723,0.2777,0.45026,-0.042818
34,greece,0.65865,-0.18759,-0.0039639,0.29778,0.41342,0.18833,0.2438,0.071559,-0.0053298,-1.7514,0.23406,0.69573,0.22255,0.2747,0.5321,-0.049403,-0.31989,-0.27239,0.10552,-0.46117,0.12955,0.30403,0.57823,0.043431,0.19592,-0.32472,-0.23757,-0.40674,-0.34775,0.57883,-0.37972,0.34012,-0.040645,0.29968,-0.5461,-0.41537,-0.038188,0.095085,0.025771,-0.06344,0.051892,-0.85359,-0.36399,-0.74876,0.030667,-0.33965,0.33444,0.36838,-0.088199,0.040205,-0.35471,-0.056455,0.65106,-0.88796,0.055213,0.68218,-0.30928,0.53642,-0.10491,-0.083383,-0.12426,0.90353,-0.99555,-0.018651,-0.47124,0.012348,-0.17129,0.80044,0.29619,-0.57171,-0.61248,0.28251,0.28186,-0.17179,-0.70966,-0.10058,-0.25557,-0.16514,0.13651,-0.092411,-0.011072,-0.25323,-0.32023,-0.27467,0.77587,0.76122,0.072023,0.089953,-0.3877,-0.71569,0.37355,-0.11851,-0.57562,-0.50004,0.38504,0.036994,0.20062,0.56351,-0.51273,0.025433,0.12429,0.10938,-0.05343,-0.011376,0.3447,0.064114,0.15104,-0.28122,-0.105,0.47668,0.28776,-0.062697,0.23201,-0.20299,-0.3552,-0.56138,-0.3005,0.17665,0.080777,-0.52874,-0.41934,0.39411,-0.58803,0.23434,0.0020749,1.217,0.24144,0.029073,0.24455,0.18435,0.39491,0.46707,0.53127,0.39118,-0.081853,-0.31624,0.15086,0.036282,-0.32378,-0.46586,-0.088414,-0.54938,-0.28168,-0.34365,-0.13321,-0.16901,0.098021,-0.44827,0.079394,-0.67556,0.15526,-0.34999,0.3812,0.54844,-0.43227,0.65606,0.036516,1.1036,-0.37086,0.25362,-0.3103,0.45718,0.20725,0.28618,0.003851,-0.29964,-0.1117,0.39579,0.50221,-0.146,0.1097,0.23075,0.14531,0.46853,-0.085251,0.061871,0.36182,-0.2277,0.12145,0.93137,0.11037,-0.15408,-0.10407,-0.60429,0.49486,0.34055,-0.93226,-0.15617,-0.19012,0.23119,-0.5754,0.094102,-0.64844,-0.31559,-0.21181,-0.99245,0.71976,-0.16305,-0.33566,0.84873,0.88633,0.40923,-0.30076,0.59062,0.58294,-0.47384,-0.11513,-0.28947,0.19498,0.18183,-0.38949,0.73285,-0.11093,0.6817,-0.12952,-0.377,0.20701,-0.03406,-0.4073,-0.13057,0.68239,0.28868,0.23061,-0.41709,-0.2589,-0.79713,0.17135,-0.60465,-0.15748,0.33221,-0.67519,0.15697,-0.22219,-0.24902,0.24752,0.059735,-0.60315,-0.011669,0.82448,-0.23023,0.22364,0.18167,0.72241,-0.023953,0.58173,-0.19899,0.26322,0.66485,-0.36186,0.36763,-0.089538,0.44996,0.085459
